learner_id,session_id,session_number,timestamp,learning_state,session_duration_minutes,questions_attempted,questions_completed,correct_answers,accuracy,average_response_time_seconds,hints_used,completion_rate,engagement_score,intervention_received,mastery_before,mastery_after,mastery_change,session_quality_score,data_source
learner_0156,session_0156_04,4,2026-01-14T09:00:00,mastered,15.62,9,8,8,0.8889,7.0,1,0.8889,0.9407,False,0.7421,0.7427,0.0006,0.8993,[SANDBOX DATA]
learner_0156,session_0156_05,5,2026-01-19T09:00:00,mastered,22.59,19,19,14,0.7368,8.67,4,1.0,0.9648,False,0.7427,0.7446,0.0019,0.8587,[SANDBOX DATA]
learner_0156,session_0156_06,6,2026-01-24T09:00:00,mastered,23.16,20,20,18,0.9,9.63,4,1.0,0.8819,False,0.7446,0.7583,0.0137,0.9014,[SANDBOX DATA]
learner_0156,session_0156_07,7,2026-01-29T09:00:00,mastered,13.64,13,13,12,0.9231,8.89,1,1.0,0.9474,False,0.7583,0.7795,0.0211,0.9472,[SANDBOX DATA]
learner_0156,session_0156_08,8,2026-02-01T09:00:00,mastered,32.65,17,16,16,0.9412,10.43,0,0.9412,0.9572,True,0.7795,0.7996,0.0201,0.9561,[SANDBOX DATA]
learner_0156,session_0156_09,9,2026-02-03T09:00:00,mastered,13.29,18,17,15,0.8333,4.89,1,0.9444,0.9189,False,0.7996,0.8237,0.0241,0.9004,[SANDBOX DATA]
learner_0156,session_0156_10,10,2026-02-07T09:00:00,mastered,20.52,11,10,9,0.8182,11.75,1,0.9091,0.9199,False,0.8237,0.838,0.0143,0.8794,[SANDBOX DATA]
learner_0156,session_0156_11,11,2026-02-09T09:00:00,mastered,26.72,21,21,19,0.9048,9.92,0,1.0,0.8689,False,0.838,0.8697,0.0317,0.9404,[SANDBOX DATA]
learner_0156,session_0156_12,12,2026-02-12T09:00:00,mastered,9.69,17,16,15,0.8824,9.31,0,0.9412,0.8986,False,0.8697,0.8812,0.0115,0.9238,[SANDBOX DATA]
learner_0157,session_0157_01,1,2026-01-01T09:00:00,struggling,18.92,13,6,4,0.3077,16.59,10,0.4615,0.2776,True,0.2837,0.2837,0.0,0.3248,[SANDBOX DATA]
learner_0157,session_0157_02,2,2026-01-02T09:00:00,needs_practice,29.56,9,6,4,0.4444,20.5,1,0.6667,0.7143,False,0.2837,0.2959,0.0122,0.6429,[SANDBOX DATA]
learner_0157,session_0157_03,3,2026-01-05T09:00:00,improving,23.03,14,11,11,0.7857,29.13,3,0.7857,0.9033,False,0.2959,0.3606,0.0647,0.8092,[SANDBOX DATA]
learner_0157,session_0157_04,4,2026-01-09T09:00:00,mastered,35.16,20,20,17,0.85,15.54,1,1.0,0.6788,False,0.3606,0.3889,0.0283,0.8733,[SANDBOX DATA]
learner_0157,session_0157_05,5,2026-01-10T09:00:00,mastered,15.78,23,22,21,0.913,8.38,3,0.9565,0.9265,False,0.3889,0.4057,0.0167,0.9179,[SANDBOX DATA]
learner_0157,session_0157_06,6,2026-01-12T09:00:00,mastered,18.35,19,19,18,0.9474,7.6,0,1.0,0.8232,False,0.4057,0.4309,0.0252,0.9462,[SANDBOX DATA]
learner_0157,session_0157_07,7,2026-01-16T09:00:00,mastered,9.55,14,13,13,0.9286,8.47,1,0.9286,0.8658,False,0.4309,0.4309,0.0,0.916,[SANDBOX DATA]
learner_0157,session_0157_08,8,2026-01-21T09:00:00,mastered,19.33,16,15,14,0.875,7.46,1,0.9375,0.9114,False,0.4309,0.4433,0.0124,0.9104,[SANDBOX DATA]
learner_0157,session_0157_09,9,2026-01-25T09:00:00,improving,42.0,17,13,10,0.5882,19.56,5,0.7647,0.9348,True,0.4433,0.4923,0.0489,0.7252,[SANDBOX DATA]
learner_0157,session_0157_10,10,2026-01-28T09:00:00,improving,33.3,13,11,9,0.6923,9.27,2,0.8462,0.6345,True,0.4923,0.5594,0.0671,0.75,[SANDBOX DATA]
learner_0157,session_0157_11,11,2026-01-31T09:00:00,improving,22.14,14,11,9,0.6429,16.92,1,0.7857,0.7769,True,0.5594,0.6378,0.0784,0.7625,[SANDBOX DATA]
learner_0157,session_0157_12,12,2026-02-04T09:00:00,improving,29.9,8,7,7,0.875,12.26,2,0.875,0.762,False,0.6378,0.6545,0.0167,0.8274,[SANDBOX DATA]
learner_0158,session_0158_01,1,2026-01-01T09:00:00,struggling,20.72,9,5,4,0.4444,13.37,7,0.5556,0.3659,True,0.1278,0.1714,0.0436,0.4121,[SANDBOX DATA]
learner_0158,session_0158_02,2,2026-01-02T09:00:00,struggling,26.34,13,5,6,0.4615,21.74,9,0.3846,0.393,True,0.1714,0.224,0.0526,0.3978,[SANDBOX DATA]
learner_0158,session_0158_03,3,2026-01-05T09:00:00,struggling,23.92,8,3,2,0.25,28.33,4,0.375,0.3354,True,0.224,0.2698,0.0458,0.3483,[SANDBOX DATA]
learner_0158,session_0158_04,4,2026-01-08T09:00:00,needs_practice,27.49,10,8,5,0.5,33.23,4,0.8,0.708,True,0.2698,0.288,0.0182,0.6366,[SANDBOX DATA]
learner_0158,session_0158_05,5,2026-01-12T09:00:00,needs_practice,26.89,16,8,9,0.5625,20.84,8,0.5,0.7225,False,0.288,0.288,0.0,0.5664,[SANDBOX DATA]
learner_0158,session_0158_06,6,2026-01-17T09:00:00,needs_practice,39.25,14,7,6,0.4286,18.96,5,0.5,0.6303,True,0.288,0.3624,0.0744,0.5296,[SANDBOX DATA]
learner_0158,session_0158_07,7,2026-01-19T09:00:00,needs_practice,11.47,12,10,8,0.6667,14.42,6,0.8333,0.5459,False,0.3624,0.3956,0.0332,0.6508,[SANDBOX DATA]
learner_0158,session_0158_08,8,2026-01-22T09:00:00,struggling,23.79,11,5,4,0.3636,35.95,8,0.4545,0.1649,True,0.3956,0.4097,0.0141,0.3284,[SANDBOX DATA]
learner_0158,session_0158_09,9,2026-01-25T09:00:00,needs_practice,40.71,10,8,6,0.6,23.24,3,0.8,0.6243,False,0.4097,0.4418,0.0322,0.6749,[SANDBOX DATA]
learner_0159,session_0159_01,1,2026-01-01T09:00:00,mastered,12.4,25,23,22,0.88,7.5,3,0.92,0.9941,False,0.8017,0.8317,0.03,0.9128,[SANDBOX DATA]
learner_0159,session_0159_02,2,2026-01-07T09:00:00,mastered,34.1,15,14,13,0.8667,10.1,1,0.9333,0.897,False,0.8317,0.8463,0.0146,0.9027,[SANDBOX DATA]
learner_0159,session_0159_03,3,2026-01-12T09:00:00,mastered,13.08,22,22,20,0.9091,7.28,3,1.0,0.9235,False,0.8463,0.8463,0.0,0.9256,[SANDBOX DATA]
learner_0159,session_0159_04,4,2026-01-18T09:00:00,improving,25.06,13,10,9,0.6923,27.72,3,0.7692,0.6489,False,0.8463,0.9148,0.0685,0.7182,[SANDBOX DATA]
learner_0159,session_0159_05,5,2026-01-24T09:00:00,improving,24.94,13,11,8,0.6154,15.42,3,0.8462,0.8034,False,0.9148,0.9243,0.0095,0.7414,[SANDBOX DATA]
learner_0159,session_0159_06,6,2026-01-25T09:00:00,improving,20.85,14,13,10,0.7143,10.9,3,0.9286,0.606,False,0.9243,0.9781,0.0538,0.7605,[SANDBOX DATA]
learner_0159,session_0159_07,7,2026-01-26T09:00:00,improving,36.09,17,17,8,0.4706,19.15,2,1.0,0.7644,True,0.9781,1.0,0.0219,0.7441,[SANDBOX DATA]
learner_0159,session_0159_08,8,2026-01-30T09:00:00,mastered,20.01,16,12,15,0.9375,7.9,0,0.75,0.8523,False,1.0,1.0,0.0,0.8861,[SANDBOX DATA]
learner_0159,session_0159_09,9,2026-02-05T09:00:00,mastered,23.92,8,7,8,1.0,10.82,0,0.875,0.9431,False,1.0,1.0,0.0,0.9574,[SANDBOX DATA]
learner_0159,session_0159_10,10,2026-02-06T09:00:00,mastered,27.95,21,21,21,1.0,13.87,5,1.0,0.8633,False,1.0,1.0,0.0,0.925,[SANDBOX DATA]
learner_0159,session_0159_11,11,2026-02-10T09:00:00,mastered,9.3,19,17,17,0.8947,11.9,3,0.8947,0.8947,False,1.0,1.0,0.0,0.8842,[SANDBOX DATA]
learner_0160,session_0160_01,1,2026-01-01T09:00:00,struggling,25.47,13,6,6,0.4615,39.63,6,0.4615,0.5825,False,0.1573,0.1573,0.0,0.5011,[SANDBOX DATA]
learner_0160,session_0160_02,2,2026-01-05T09:00:00,struggling,14.75,11,6,4,0.3636,18.64,5,0.5455,0.4686,True,0.1573,0.1576,0.0003,0.4665,[SANDBOX DATA]
learner_0160,session_0160_03,3,2026-01-11T09:00:00,struggling,24.43,8,4,2,0.25,27.57,6,0.5,0.3565,True,0.1576,0.176,0.0184,0.3338,[SANDBOX DATA]
learner_0160,session_0160_04,4,2026-01-17T09:00:00,struggling,30.41,7,4,3,0.4286,23.6,4,0.5714,0.4477,True,0.176,0.2247,0.0487,0.4681,[SANDBOX DATA]
learner_0160,session_0160_05,5,2026-01-21T09:00:00,mastered,14.1,14,12,12,0.8571,11.51,3,0.8571,0.8154,False,0.2247,0.2544,0.0297,0.8345,[SANDBOX DATA]
learner_0160,session_0160_06,6,2026-01-25T09:00:00,mastered,8.34,12,11,10,0.8333,7.92,1,0.9167,0.806,False,0.2544,0.2753,0.0209,0.8654,[SANDBOX DATA]
learner_0160,session_0160_07,7,2026-01-26T09:00:00,mastered,13.22,12,11,10,0.8333,7.54,0,0.9167,0.7397,False,0.2753,0.2966,0.0213,0.8688,[SANDBOX DATA]
learner_0160,session_0160_08,8,2026-01-29T09:00:00,needs_practice,22.74,8,6,4,0.5,19.77,1,0.75,0.673,False,0.2966,0.3214,0.0248,0.6721,[SANDBOX DATA]
learner_0161,session_0161_01,1,2026-01-01T09:00:00,improving,69.42,14,11,9,0.6429,7.72,2,0.7857,0.85,False,0.551,0.569,0.018,0.7629,[SANDBOX DATA]
learner_0161,session_0161_02,2,2026-01-02T09:00:00,needs_practice,29.27,11,8,6,0.5455,34.02,3,0.7273,0.7471,True,0.569,0.6501,0.0811,0.6676,[SANDBOX DATA]
learner_0161,session_0161_03,3,2026-01-05T09:00:00,needs_practice,44.06,13,8,11,0.8462,28.48,6,0.6154,0.6351,True,0.6501,0.7259,0.0758,0.6847,[SANDBOX DATA]
learner_0161,session_0161_04,4,2026-01-10T09:00:00,needs_practice,51.12,17,11,8,0.4706,19.25,6,0.6471,0.6116,False,0.7259,0.7603,0.0344,0.5782,[SANDBOX DATA]
learner_0161,session_0161_05,5,2026-01-13T09:00:00,needs_practice,29.92,16,12,11,0.6875,9.64,9,0.75,0.5638,False,0.7603,0.8311,0.0708,0.6284,[SANDBOX DATA]
learner_0161,session_0161_06,6,2026-01-17T09:00:00,improving,29.73,13,11,12,0.9231,9.05,5,0.8462,0.7457,True,0.8311,0.9268,0.0957,0.8068,[SANDBOX DATA]
learner_0161,session_0161_07,7,2026-01-20T09:00:00,mastered,29.02,19,17,16,0.8421,12.53,5,0.8947,0.7903,True,0.9268,0.9699,0.0432,0.8238,[SANDBOX DATA]
learner_0161,session_0161_08,8,2026-01-25T09:00:00,mastered,9.68,12,12,11,0.9167,7.38,2,1.0,0.8248,False,0.9699,0.979,0.0091,0.9025,[SANDBOX DATA]
learner_0161,session_0161_09,9,2026-01-27T09:00:00,needs_practice,41.05,13,9,9,0.6923,22.96,2,0.6923,0.5958,True,0.979,1.0,0.021,0.7038,[SANDBOX DATA]
learner_0161,session_0161_10,10,2026-01-28T09:00:00,needs_practice,42.3,16,10,11,0.6875,22.2,8,0.625,0.6748,True,1.0,1.0,0.0,0.6318,[SANDBOX DATA]
learner_0161,session_0161_11,11,2026-02-02T09:00:00,improving,29.78,20,19,14,0.7,12.87,3,0.95,0.6603,True,1.0,1.0,0.0,0.7846,[SANDBOX DATA]
learner_0162,session_0162_01,1,2026-01-01T09:00:00,struggling,17.11,9,6,5,0.5556,27.76,6,0.6667,0.4592,True,0.1221,0.123,0.001,0.5196,[SANDBOX DATA]
learner_0162,session_0162_02,2,2026-01-07T09:00:00,needs_practice,35.78,10,7,5,0.5,35.77,3,0.7,0.5265,False,0.123,0.1307,0.0077,0.5953,[SANDBOX DATA]
learner_0162,session_0162_03,3,2026-01-10T09:00:00,needs_practice,21.06,7,4,6,0.8571,25.4,3,0.5714,0.6519,False,0.1307,0.184,0.0533,0.6875,[SANDBOX DATA]
learner_0162,session_0162_04,4,2026-01-11T09:00:00,needs_practice,14.99,9,5,5,0.5556,14.99,0,0.5556,0.6205,False,0.184,0.2405,0.0565,0.6574,[SANDBOX DATA]
learner_0162,session_0162_05,5,2026-01-13T09:00:00,needs_practice,50.59,8,5,4,0.5,23.28,3,0.625,0.5759,False,0.2405,0.2405,0.0,0.5714,[SANDBOX DATA]
learner_0162,session_0162_06,6,2026-01-14T09:00:00,struggling,24.89,9,5,2,0.2222,34.76,6,0.5556,0.4903,True,0.2405,0.2957,0.0551,0.3814,[SANDBOX DATA]
learner_0162,session_0162_07,7,2026-01-15T09:00:00,struggling,15.66,8,4,2,0.25,22.03,6,0.5,0.2816,False,0.2957,0.3262,0.0305,0.3188,[SANDBOX DATA]
learner_0162,session_0162_08,8,2026-01-21T09:00:00,struggling,38.51,8,4,2,0.25,26.83,4,0.5,0.4475,False,0.3262,0.3344,0.0083,0.402,[SANDBOX DATA]
learner_0162,session_0162_09,9,2026-01-25T09:00:00,struggling,27.64,7,4,3,0.4286,26.01,2,0.5714,0.4294,True,0.3344,0.3877,0.0532,0.5216,[SANDBOX DATA]
learner_0162,session_0162_10,10,2026-01-28T09:00:00,struggling,24.8,9,5,3,0.3333,32.66,7,0.5556,0.3758,False,0.3877,0.3877,0.0,0.3752,[SANDBOX DATA]
learner_0162,session_0162_11,11,2026-01-29T09:00:00,struggling,34.06,14,7,1,0.0714,27.87,7,0.5,0.488,True,0.3877,0.3962,0.0085,0.3476,[SANDBOX DATA]
learner_0162,session_0162_12,12,2026-02-04T09:00:00,struggling,19.11,6,4,1,0.1667,31.98,3,0.6667,0.49,False,0.3962,0.4081,0.0119,0.423,[SANDBOX DATA]
learner_0163,session_0163_01,1,2026-01-01T09:00:00,struggling,17.66,11,6,6,0.5455,28.72,8,0.5455,0.362,True,0.3117,0.3317,0.02,0.4542,[SANDBOX DATA]
learner_0163,session_0163_02,2,2026-01-04T09:00:00,struggling,16.97,10,5,5,0.5,31.09,4,0.5,0.4393,False,0.3317,0.3492,0.0175,0.5079,[SANDBOX DATA]
learner_0163,session_0163_03,3,2026-01-10T09:00:00,needs_practice,18.6,9,6,5,0.5556,18.23,4,0.6667,0.6253,False,0.3492,0.3492,0.0,0.5973,[SANDBOX DATA]
learner_0163,session_0163_04,4,2026-01-15T09:00:00,needs_practice,16.23,11,6,7,0.6364,9.6,3,0.5455,0.524,True,0.3492,0.4069,0.0576,0.6093,[SANDBOX DATA]
learner_0163,session_0163_05,5,2026-01-16T09:00:00,improving,21.74,14,13,7,0.5,14.89,5,0.9286,0.6771,False,0.4069,0.482,0.0751,0.6711,[SANDBOX DATA]
learner_0163,session_0163_06,6,2026-01-19T09:00:00,needs_practice,36.36,11,8,8,0.7273,21.62,2,0.7273,0.5747,False,0.482,0.5112,0.0293,0.7149,[SANDBOX DATA]
learner_0163,session_0163_07,7,2026-01-24T09:00:00,struggling,25.99,6,4,3,0.5,27.72,2,0.6667,0.4194,True,0.5112,0.5112,0.0,0.5589,[SANDBOX DATA]
learner_0163,session_0163_08,8,2026-01-27T09:00:00,struggling,23.86,7,4,2,0.2857,32.71,5,0.5714,0.3393,True,0.5112,0.5778,0.0666,0.3679,[SANDBOX DATA]
learner_0163,session_0163_09,9,2026-02-02T09:00:00,struggling,21.57,9,5,4,0.4444,16.19,2,0.5556,0.4926,False,0.5778,0.5778,0.0,0.5485,[SANDBOX DATA]
learner_0163,session_0163_10,10,2026-02-08T09:00:00,struggling,26.99,12,5,5,0.4167,44.48,6,0.4167,0.4146,True,0.5778,0.6054,0.0276,0.4329,[SANDBOX DATA]
learner_0164,session_0164_01,1,2026-01-01T09:00:00,struggling,42.87,6,3,2,0.3333,24.1,3,0.5,0.3951,False,0.2306,0.238,0.0074,0.4207,[SANDBOX DATA]
learner_0164,session_0164_02,2,2026-01-03T09:00:00,needs_practice,15.61,9,7,6,0.6667,17.67,1,0.7778,0.5698,False,0.238,0.3012,0.0632,0.7195,[SANDBOX DATA]
learner_0164,session_0164_03,3,2026-01-08T09:00:00,needs_practice,26.01,10,7,3,0.3,18.74,7,0.7,0.5467,True,0.3012,0.3349,0.0336,0.4493,[SANDBOX DATA]
learner_0164,session_0164_04,4,2026-01-13T09:00:00,needs_practice,37.28,10,7,5,0.5,21.62,3,0.7,0.7572,True,0.3349,0.4068,0.0719,0.6414,[SANDBOX DATA]
learner_0164,session_0164_05,5,2026-01-15T09:00:00,struggling,14.88,8,5,3,0.375,25.23,5,0.625,0.4332,False,0.4068,0.4068,0.0,0.4491,[SANDBOX DATA]
learner_0164,session_0164_06,6,2026-01-16T09:00:00,struggling,24.45,10,6,2,0.2,65.36,5,0.6,0.4884,True,0.4068,0.4479,0.0411,0.4177,[SANDBOX DATA]
learner_0164,session_0164_07,7,2026-01-19T09:00:00,struggling,24.12,3,2,1,0.3333,51.48,2,0.6667,0.3905,False,0.4479,0.4479,0.0,0.4281,[SANDBOX DATA]
learner_0164,session_0164_08,8,2026-01-20T09:00:00,struggling,20.81,13,8,4,0.3077,32.99,8,0.6154,0.4546,False,0.4479,0.4526,0.0047,0.4294,[SANDBOX DATA]
learner_0164,session_0164_09,9,2026-01-23T09:00:00,struggling,20.47,12,6,4,0.3333,33.89,8,0.5,0.5058,True,0.4526,0.5255,0.073,0.4095,[SANDBOX DATA]
learner_0164,session_0164_10,10,2026-01-26T09:00:00,struggling,20.65,11,6,0,0.0,26.88,8,0.5455,0.3728,True,0.5255,0.5854,0.0598,0.2655,[SANDBOX DATA]
learner_0165,session_0165_01,1,2026-01-01T09:00:00,needs_practice,62.01,9,7,5,0.5556,34.24,3,0.7778,0.5224,False,0.3327,0.3327,0.0,0.6267,[SANDBOX DATA]
learner_0165,session_0165_02,2,2026-01-07T09:00:00,needs_practice,17.63,11,8,7,0.6364,14.15,7,0.7273,0.7465,False,0.3327,0.4051,0.0724,0.6266,[SANDBOX DATA]
learner_0165,session_0165_03,3,2026-01-13T09:00:00,improving,14.48,10,8,9,0.9,10.47,1,0.8,0.7686,True,0.4051,0.4678,0.0627,0.8487,[SANDBOX DATA]
learner_0165,session_0165_04,4,2026-01-14T09:00:00,needs_practice,32.77,11,7,4,0.3636,29.08,6,0.6364,0.571,True,0.4678,0.4707,0.0028,0.4915,[SANDBOX DATA]
learner_0165,session_0165_05,5,2026-01-19T09:00:00,needs_practice,35.79,11,6,5,0.4545,28.03,4,0.5455,0.6453,False,0.4707,0.4767,0.006,0.5518,[SANDBOX DATA]
learner_0165,session_0165_06,6,2026-01-25T09:00:00,needs_practice,22.27,10,8,6,0.6,19.53,4,0.8,0.6522,False,0.4767,0.5037,0.027,0.6604,[SANDBOX DATA]
learner_0165,session_0165_07,7,2026-01-26T09:00:00,improving,25.54,25,21,17,0.68,16.12,5,0.84,0.6262,False,0.5037,0.5552,0.0516,0.7332,[SANDBOX DATA]
learner_0165,session_0165_08,8,2026-01-28T09:00:00,needs_practice,52.97,12,9,6,0.5,29.85,6,0.75,0.5974,True,0.5552,0.629,0.0738,0.582,[SANDBOX DATA]
learner_0166,session_0166_01,1,2026-01-01T09:00:00,improving,23.75,11,9,8,0.7273,12.8,3,0.8182,0.7266,False,0.7295,0.7584,0.0289,0.7499,[SANDBOX DATA]
learner_0166,session_0166_02,2,2026-01-03T09:00:00,improving,32.66,14,13,11,0.7857,12.37,6,0.9286,0.5975,False,0.7584,0.8218,0.0634,0.7409,[SANDBOX DATA]
learner_0166,session_0166_03,3,2026-01-08T09:00:00,improving,28.53,17,14,13,0.7647,18.34,2,0.8235,0.8031,True,0.8218,0.883,0.0613,0.8106,[SANDBOX DATA]
learner_0166,session_0166_04,4,2026-01-09T09:00:00,mastered,22.86,18,15,15,0.8333,7.85,1,0.8333,0.7581,False,0.883,0.883,0.0,0.8405,[SANDBOX DATA]
learner_0166,session_0166_05,5,2026-01-11T09:00:00,mastered,15.58,20,17,16,0.8,11.47,4,0.85,0.9002,False,0.883,0.8869,0.0039,0.8325,[SANDBOX DATA]
learner_0166,session_0166_06,6,2026-01-14T09:00:00,mastered,18.8,18,18,17,0.9444,7.55,3,1.0,0.7587,False,0.8869,0.8869,0.0,0.899,[SANDBOX DATA]
learner_0166,session_0166_07,7,2026-01-17T09:00:00,mastered,12.44,14,12,11,0.7857,9.8,0,0.8571,0.8337,False,0.8869,0.9268,0.0399,0.856,[SANDBOX DATA]
learner_0166,session_0166_08,8,2026-01-23T09:00:00,mastered,18.2,18,18,15,0.8333,12.05,0,1.0,0.7428,True,0.9268,0.9981,0.0714,0.8902,[SANDBOX DATA]
learner_0166,session_0166_09,9,2026-01-24T09:00:00,mastered,13.92,17,17,16,0.9412,9.17,1,1.0,0.9007,False,0.9981,0.9981,0.0,0.9478,[SANDBOX DATA]
learner_0167,session_0167_01,1,2026-01-01T09:00:00,struggling,33.24,9,5,4,0.4444,43.12,4,0.5556,0.4412,True,0.1011,0.1697,0.0686,0.4938,[SANDBOX DATA]
learner_0167,session_0167_02,2,2026-01-07T09:00:00,struggling,16.45,3,2,1,0.3333,23.67,1,0.6667,0.39,True,0.1697,0.1697,0.0,0.4947,[SANDBOX DATA]
learner_0167,session_0167_03,3,2026-01-12T09:00:00,needs_practice,14.14,13,10,5,0.3846,23.74,4,0.7692,0.5956,True,0.1697,0.2337,0.064,0.5845,[SANDBOX DATA]
learner_0167,session_0167_04,4,2026-01-16T09:00:00,needs_practice,29.69,12,9,6,0.5,18.33,4,0.75,0.6202,False,0.2337,0.251,0.0173,0.6199,[SANDBOX DATA]
learner_0167,session_0167_05,5,2026-01-20T09:00:00,needs_practice,32.08,7,6,4,0.5714,22.42,4,0.8571,0.6505,False,0.251,0.2537,0.0027,0.6301,[SANDBOX DATA]
learner_0167,session_0167_06,6,2026-01-25T09:00:00,needs_practice,17.59,12,8,6,0.5,20.22,6,0.6667,0.6155,False,0.2537,0.2537,0.0,0.5648,[SANDBOX DATA]
learner_0167,session_0167_07,7,2026-01-28T09:00:00,improving,24.71,9,7,6,0.6667,20.21,1,0.7778,0.7932,True,0.2537,0.3249,0.0712,0.7642,[SANDBOX DATA]
learner_0167,session_0167_08,8,2026-02-03T09:00:00,mastered,29.72,11,11,9,0.8182,9.93,1,1.0,0.954,False,0.3249,0.3249,0.0,0.909,[SANDBOX DATA]
learner_0167,session_0167_09,9,2026-02-04T09:00:00,mastered,14.86,19,18,17,0.8947,5.92,3,0.9474,0.9086,False,0.3249,0.3284,0.0035,0.9001,[SANDBOX DATA]
learner_0167,session_0167_10,10,2026-02-05T09:00:00,needs_practice,50.94,11,9,5,0.4545,47.47,6,0.8182,0.591,True,0.3284,0.3615,0.0331,0.5727,[SANDBOX DATA]
learner_0168,session_0168_01,1,2026-01-01T09:00:00,improving,25.65,19,16,15,0.7895,12.1,4,0.8421,0.8762,False,0.7458,0.8274,0.0816,0.82,[SANDBOX DATA]
learner_0168,session_0168_02,2,2026-01-07T09:00:00,needs_practice,17.31,13,10,7,0.5385,24.85,5,0.7692,0.6891,True,0.8274,0.8707,0.0433,0.6417,[SANDBOX DATA]
learner_0168,session_0168_03,3,2026-01-12T09:00:00,mastered,10.69,26,22,21,0.8077,11.56,1,0.8462,0.937,True,0.8707,0.9066,0.0358,0.8739,[SANDBOX DATA]
learner_0168,session_0168_04,4,2026-01-16T09:00:00,mastered,15.31,19,19,15,0.7895,8.0,0,1.0,0.9763,False,0.9066,0.9144,0.0079,0.9216,[SANDBOX DATA]
learner_0168,session_0168_05,5,2026-01-21T09:00:00,mastered,19.95,18,17,16,0.8889,10.25,1,0.9444,0.8159,True,0.9144,0.9629,0.0485,0.8993,[SANDBOX DATA]
learner_0168,session_0168_06,6,2026-01-22T09:00:00,mastered,12.94,21,21,20,0.9524,9.92,4,1.0,0.7101,False,0.9629,0.9629,0.0,0.8873,[SANDBOX DATA]
learner_0168,session_0168_07,7,2026-01-27T09:00:00,mastered,23.67,15,12,13,0.8667,12.55,2,0.8,0.9786,False,0.9629,0.9946,0.0317,0.8724,[SANDBOX DATA]
learner_0168,session_0168_08,8,2026-01-28T09:00:00,mastered,16.15,11,11,11,1.0,10.77,1,1.0,0.6442,False,0.9946,1.0,0.0054,0.9107,[SANDBOX DATA]
learner_0168,session_0168_09,9,2026-01-29T09:00:00,mastered,13.24,15,15,14,0.9333,12.87,0,1.0,0.8916,False,1.0,1.0,0.0,0.955,[SANDBOX DATA]
learner_0168,session_0168_10,10,2026-02-03T09:00:00,mastered,18.68,13,13,10,0.7692,8.59,0,1.0,0.9879,False,1.0,1.0,0.0,0.9168,[SANDBOX DATA]
learner_0168,session_0168_11,11,2026-02-06T09:00:00,mastered,16.61,23,17,23,1.0,8.11,3,0.7391,0.9459,False,1.0,1.0,0.0,0.8979,[SANDBOX DATA]
learner_0169,session_0169_01,1,2026-01-01T09:00:00,mastered,16.28,14,12,14,1.0,12.28,0,0.8571,0.9528,False,0.9171,0.9171,0.0,0.9548,[SANDBOX DATA]
learner_0169,session_0169_02,2,2026-01-03T09:00:00,mastered,20.4,11,10,11,1.0,7.22,1,0.9091,0.9208,False,0.9171,0.9247,0.0075,0.9433,[SANDBOX DATA]
learner_0169,session_0169_03,3,2026-01-09T09:00:00,mastered,23.18,15,14,14,0.9333,8.59,4,0.9333,0.6422,False,0.9247,0.9328,0.0081,0.8351,[SANDBOX DATA]
learner_0169,session_0169_04,4,2026-01-13T09:00:00,mastered,20.25,13,13,12,0.9231,9.86,0,1.0,0.8002,False,0.9328,0.9457,0.013,0.9331,[SANDBOX DATA]
learner_0169,session_0169_05,5,2026-01-15T09:00:00,mastered,27.67,15,14,14,0.9333,9.27,3,0.9333,0.7339,False,0.9457,0.9466,0.0008,0.8668,[SANDBOX DATA]
learner_0169,session_0169_06,6,2026-01-16T09:00:00,mastered,28.35,10,10,8,0.8,15.22,2,1.0,0.9105,False,0.9466,0.9669,0.0203,0.8721,[SANDBOX DATA]
learner_0169,session_0169_07,7,2026-01-22T09:00:00,mastered,12.24,16,16,15,0.9375,7.71,0,1.0,0.9824,False,0.9669,0.9877,0.0208,0.9746,[SANDBOX DATA]
learner_0169,session_0169_08,8,2026-01-24T09:00:00,mastered,25.75,13,12,12,0.9231,9.18,2,0.9231,0.8006,True,0.9877,1.0,0.0123,0.8832,[SANDBOX DATA]
learner_0169,session_0169_09,9,2026-01-29T09:00:00,mastered,14.98,20,19,19,0.95,8.74,1,0.95,0.9916,False,1.0,1.0,0.0,0.9583,[SANDBOX DATA]
learner_0169,session_0169_10,10,2026-02-01T09:00:00,needs_practice,29.77,7,5,4,0.5714,17.66,3,0.7143,0.6159,True,1.0,1.0,0.0,0.616,[SANDBOX DATA]
learner_0170,session_0170_01,1,2026-01-01T09:00:00,improving,33.48,9,6,7,0.7778,15.1,0,0.6667,0.7718,False,0.5443,0.5552,0.0109,0.7933,[SANDBOX DATA]
learner_0170,session_0170_02,2,2026-01-07T09:00:00,improving,22.0,19,16,13,0.6842,12.54,4,0.8421,0.8796,False,0.5552,0.6157,0.0606,0.7838,[SANDBOX DATA]
learner_0170,session_0170_03,3,2026-01-11T09:00:00,mastered,27.26,19,19,16,0.8421,9.1,4,1.0,1.0,False,0.6157,0.6336,0.0178,0.9026,[SANDBOX DATA]
learner_0170,session_0170_04,4,2026-01-16T09:00:00,mastered,16.22,20,19,17,0.85,7.02,1,0.95,0.9309,False,0.6336,0.6383,0.0048,0.9112,[SANDBOX DATA]
